PLS1_Loading ahba_gene_names
0.75246075623059 LYPD1
0.752172391568578 XKR4
0.750478777251055 GTF2H5
0.746440561431588 TRIM24
0.74538440655816 MANEAL
0.74453459753223 PSMB1
0.744101050320855 HCST
0.741442981096118 NTNG2
0.74110358369669 HMGCR
0.740596887123202 PON3
0.740348233031362 GPM6B
0.740337762939512 WDR1
0.739218011085635 CAMK2D
0.738543778113687 MR1
0.738260818980028 ZNF436
0.736666500550668 CNN3
0.736396780649761 MAPK1
0.730929359717479 GLT8D2
0.730283618592201 LTBP4
0.728035434749643 IGSF22
0.726704859661619 PTCHD1
0.72639480917342 ABLIM3
0.721913731547588 MT1F
0.721725988065319 NCAM2
0.719775076821193 GRID2
0.719583883699749 NNAT
0.719274931961441 SSTR2
0.718715388112826 ASTN1
0.716692434330691 BSPRY
0.71516082349862 DHX58
0.71361694464047 SLC4A3
0.71272761922795 DOK1
0.71119042954612 SLIT3
0.710587491616838 TNNI3
0.708219604826384 SEMA4A
0.707656477596487 NHLRC1
0.707546456335777 CPE
0.703958915050113 TUSC3
0.703669471194695 SCD5
0.702764127944379 PDGFRA
0.701995041257599 ZNF229
0.701547121762862 KLF8
0.701544337659046 GNAO1
0.69973496102739 ERC2
0.697695166396223 CPNE5
0.697538961348001 AK4
0.695515837813493 ST20
0.695283373520939 SYTL2
0.694849590627921 THTPA
0.694601477590399 MMP28
0.692527689584175 NAV3
0.691007847909578 SGSH
0.689982065456297 GSTM5
0.688966457841904 GABRE
0.688781684597433 YWHAZ
0.688154569894134 DNALI1
0.685612802697631 ADRA2C
0.685055247727923 ARMC10
0.685043819192451 RYR3
0.684880454665908 PLD6
0.684005450901665 PPM1N
0.683116827085694 RRAGB
0.682090447821683 GOLT1A
0.682071564218131 CALB1
0.681414229159252 SNHG8
0.680162991318289 TOX3
0.680150863139482 ACTR3B
0.680133950846008 FAM107A
0.679317251351391 LOH12CR2
0.676736288678197 AQP4
0.675494386665546 PSD3
0.67526654186043 RASL10A
0.674277852982774 CAMKV
0.673036998345921 MAN1A1
0.672819034457422 SFMBT2
0.67265765837738 FAM129B
0.670945719478491 RNF7
0.669965017189921 SNTG2
0.669066966608944 CAPG
0.668179746661185 AMZ1
0.66754503323287 SCN3A
0.663665492101228 AHNAK
0.663520889851239 PRMT6
0.663360281294361 ANKRD50
0.663182886645947 SYN2
0.662658538838354 ELFN2
0.662000025755736 TIMP2
0.657975867418651 C2orf73
0.6579428614948 LRPAP1
0.656570756602413 ID4
0.656093616270845 WNT7B
0.656074666264354 WFS1
0.655641741966993 RPL12
0.653968511957857 SNTB1
0.653057857822197 MRPS33
0.653013710575181 FBLN2
0.651023756930144 AP2A2
0.651018085452313 SEMA3D
0.650692315056404 RAP1B
0.648254847352195 GALNT14
0.647566726854151 RIMBP2
0.643795348157743 GCNT1
0.64111924852048 APOC1
0.640681903210239 CACHD1
0.640261179153809 SLC2A4RG
0.639686695295908 PLB1
0.639007441991164 OPHN1
0.638991369961066 ERBB2
0.638748918863518 TMEM17
0.638282876528586 NEURL1B
0.638062825448759 SAMD9
0.636947934104152 ISG15
0.635368444518213 SLC2A12
0.634619361770143 ARRB1
0.634464788392331 SYT10
0.633133733327162 FAM120C
0.63300367646885 ONECUT1
0.63236786345042 WNT4
0.631646656044268 ACOX3
0.629638043397645 NOVA2
0.629632684664733 NISCH
0.628783050316461 INTU
0.62789315799629 PCDH15
0.62762544330111 ZNRF1
0.627019980431221 KLHL1
0.626005744715899 RPL39L
0.624502720284752 C6orf118
0.624410172923725 GNPTAB
0.623252817684655 DNAJC10
0.622355625120603 NEDD4L
0.621251126891213 COG1
0.6197480963854 KCNK2
0.618991274729576 GRIK2
0.618376217335857 COL21A1
0.617892889054467 GPRIN1
0.61654931131743 HILS1
0.61477646595973 TECPR2
0.614768607101306 FLRT1
0.614639462401521 TAB2
0.614344627538568 PIM2
0.613279770685255 CNGB1
0.613227963630815 DACT1
0.613183517449822 PPDPF
0.612987644983307 TMEM107
0.612575266964679 ADAMTS19
0.612070574044016 LMAN2L
0.611958470960611 FAM189A2
0.611881047700565 OTUB2
0.610700259928955 CELF5
0.610389423726561 TSPAN14
0.610210827381496 LSM7
0.609680179017755 SLC2A10
0.609618190908256 PSME2
0.608612534731575 SYTL5
0.608596608855812 IKBIP
0.607366152197863 CNTN3
0.605168360488309 ZNF350
0.605057048815295 RAB8B
0.604493840925296 TIMP1
0.603122919865002 RPL36
0.60263532541541 GABRB3
0.602118068525603 EZR
0.602027720803351 FGF2
0.601930791962363 CMTM8
0.601388542048551 IQCK
0.601149915576444 PLTP
0.599228470479553 GLI3
0.597716648690074 RYR1
0.596468837213093 DERL2
0.595094765988359 PTBP2
0.593799865410776 NTRK2
0.593590792683366 HYI
0.591896944370433 BFSP1
0.591350632468077 OXTR
0.59133518471825 TEKT2
0.590385393147242 RSPO3
0.5898585846357 SMAD1
0.588531623261787 EGFEM1P
0.588432500853365 PDE1A
0.586744571875853 IQCA1
0.584051569633348 ITGB7
0.583678086126117 DLG2
0.582896134063695 ARHGEF40
0.580776739919966 PRPH2
0.580467056600618 CBFB
0.580049229127582 LSP1
0.577980397520461 GPR6
0.577128353295255 BCL2A1
0.576653440818791 LRRC42
0.574794795904475 MARCO
0.574746535984971 PPHLN1
0.573026210526029 VANGL2
0.571648045499941 LOXL3
0.570544370259141 RALGPS2
0.568719967974306 LRRN1
0.568718479376946 DIAPH2
0.568573522895611 AGAP2
0.568355687581128 CAPZB
0.565860642617474 TRIM71
0.565020397819529 PKIB
0.56025664799443 LIN7B
0.559308072832825 CPT1C
0.558337806650439 SPINT2
0.557873801933511 TNIK
0.556291215663909 APOE
0.556030279808981 CRMP1
0.55596332052635 JUN
0.554668616636073 DNAL4
0.553151521580218 SLC27A2
0.550163595743388 WWC1
0.549767916941874 SF3B3
0.548873668430737 ZNF727
0.548705625830087 CCDC8
0.54439609995297 PRKG1
0.54395443980815 TEK
0.543601776770823 C16orf74
0.543402327929413 APCDD1
0.542573495051192 CBLN1
0.54040495740627 GLI1
0.538318941000678 SIDT2
0.537257784710707 RARRES3
0.535877068069283 ZFP36L2
0.53547365007034 C1orf226
0.534533334215478 RCN2
0.534014530199557 WDR17
0.53384568994922 TSPAN4
0.532699567034248 DEAF1
0.532566437177868 TFEC
0.530172832029173 MAPK8IP1
0.529957694966819 GPR25
0.529633596853498 SMO
0.529257334328176 SCUBE2
0.526094226046199 ANO2
0.524771321079566 MLC1
0.523915432481783 RPL29
0.523742333524915 EMP3
0.521291374106342 FIP1L1
0.519359187158539 C1orf194
0.519327744859013 NRAP
0.516834881795665 PSME1
0.516734532165674 CALU
0.516455161397706 TMEM47
0.515540043586607 KBTBD6
0.51448429527956 SRGAP1
0.51438189691501 ZNF521
0.514193110221576 YAP1
0.514185816313094 SIN3B
0.513857345019761 MLNR
0.513843602286972 S1PR1
0.513643688258601 SLC44A2
0.513204315279993 GSTM2
0.513003435468198 CMIP
0.511147316666773 AKAP5
0.509996657667732 CLTCL1
0.507715621092107 NXN
0.507255430044969 HSP90B1
0.504989311768507 WDR25
0.504020058425261 MMAA
0.503970368419399 NELL2
0.503043070269221 CHODL
0.501159852418671 ZNF572
0.498602047907812 STK17B
0.497898130450225 HERC5
0.496123971623585 FAM46A
0.494819825634406 DENND1C
0.494788040664324 FUCA1
0.492048560280189 CACNG4
0.48992382547951 DPYD
0.488450126907755 MAOA
0.488061166218631 MXRA8
0.485473171359925 SOX9
0.483336308961495 PALM
0.478268173427439 RIMKLB
0.478011643038257 PAPLN
0.475769012918007 TBC1D14
0.474165697230686 SNAI2
0.472996889556285 LIX1L
0.472653196354398 TMPRSS5
0.472299378332585 PLIN5
0.472036545154424 CRIM1
0.471448372935144 MARCH8
0.470852871086562 CPNE2
0.467994118585011 LRTOMT
0.467726827706428 RPL32
0.465221881965909 CELF6
0.464642367877009 EIF1AY
0.46463761171933 HADH
0.462327083654034 SLC29A4
0.462234814642221 ZZZ3
0.460182730241193 CTGF
0.457750569439667 SFRP1
0.457544239921346 SNTA1
0.457102675808477 SLC4A4
0.454638123133623 TMEM128
0.453118428705339 LOC440434
0.448878539905086 RPL35
0.448326351640276 ATXN10
0.448169506854568 LCN12
0.44757081986327 PYGO2
0.446902514301842 ZNF826P
0.446415907635814 NPAS3
0.445542809434999 TCF7L1
0.445527894243807 BCL7C
0.442056528254886 ZNF449
0.441121514937749 FAM184A
0.441068492077776 FAT1
0.440067026637119 CDC42EP4
0.439623184009418 ARRB2
0.439388923173326 LYRM2
0.43786607999181 F3
0.436578574857131 FGFR3
0.433639432975007 RAB23
0.432067427253792 NPB
0.431606286364697 TIMP3
0.429619879315966 NEK6
0.428147666582494 RALA
0.428099513403102 CDC42BPB
0.425720723596787 APAF1
0.423985580527416 CRSP8P
0.422450835984747 AQP1
0.416048474627126 FBLN1
0.415248260074165 PHACTR3
0.413538907206247 TNFAIP2
0.410528992927044 RELN
0.407048437095265 SNAP29
0.406694882021813 HMGN2
0.404388031124176 GPR27
0.401657740674343 GRIN2C
0.400973307346767 TTC38
0.399823019690326 EFNB1
0.398456560245058 CDC16
0.398029668666905 SPON1
0.39734939262032 KPNB1
0.395257842879084 SLC16A9
0.395252779571434 MYCN
0.39293911517133 LFNG
0.391315084711006 RAD17
0.386372869391967 SAP30BP
0.384979265348679 TMEM233
0.383285383200987 SENP6
0.382712396710103 KLRG1
0.382001014789286 SLC15A2
0.381745523812296 CCR5
0.380066240883012 MPEG1
0.377134473523644 NYNRIN
0.376992114702095 YWHAB
0.375836804941476 HNMT
0.374361002093305 TMSB4Y
0.37319876566673 PHYHD1
0.368837697173279 MGAT4B
0.368162882592636 RPL29P2
0.368159857656128 SPRED1
0.368059663103495 SASH1
0.367523521116879 ZNF285
0.364144061263148 MAD2L2
0.357588913752827 MFAP4
0.356309192616566 PPP2R5A
0.355665444770678 SPATA4
0.355599298362083 NCAM1
0.35333247536753 PTDSS1
0.351695778701464 ZNF525
0.351102022377639 RIBC1
0.350137827746568 MAF
0.349327897738674 RPL27A
0.34389875430736 PDCD5
0.338078374838651 SSBP4
0.335938379981853 GRAMD4
0.333567935487393 TXNRD3
0.332884446601687 ZIC5
0.332000726050424 AP2B1
0.331078272146226 GNA13
0.330692204369365 TCTN1
0.330033759691715 ZWINT
0.324592936173368 TMEM220
0.323428929652164 CYP4V2
0.314436009157532 SIX3
0.313095927936455 DOPEY1
0.309668004324058 FOXK2
0.305526977331509 ETNK1
0.284749704783441 PDGFRL
0.284036837682766 SCML1
0.272279691715627 PRIM2
0.270062111284416 AMZ2P1
0.269233642078807 ZNF721
0.265098491552747 MFSD10
0.247541795800157 B4GALT1
0.205891816088682 MED24
0.168667388832638 LPIN2
