PLS1_Loading ahba_gene_names
0.582534293133087 ZFHX2
0.582008287028291 TDRD3
0.580854260742593 JMY
0.580746613659419 SLC39A8
0.579686382963328 FZD6
0.579345334316154 UBL3
0.578828802355696 ZFPM2
0.578450586659689 ZSWIM4
0.577174477025261 NCEH1
0.576262400102066 TPCN1
0.575819334022937 HELB
0.573142268154967 MECP2
0.57226559859588 SNTG1
0.57219360152011 IPO7
0.572111144508163 PNMA3
0.570320910626688 HOXD9
0.569690635443622 INPP5E
0.564213749469043 ABHD12
0.564197544815728 IQCE
0.563242593181469 RABEP2
0.563016167846927 HCN2
0.562286081917187 ESM1
0.561884116282309 GOLGA7B
0.560115575541541 C8orf31
0.558463589316524 NDUFA10
0.557896519683334 TBC1D19
0.557883578678679 JAKMIP3
0.554505706909663 DUSP1
0.55444605943473 IFT172
0.554095988071315 IL17RE
0.553946215323102 AAK1
0.553668386865754 POGLUT1
0.553622002643367 FLT1
0.553321707145201 STK38L
0.553233465124291 IMPDH1
0.552339532322971 ST3GAL2
0.551837078535344 ZDHHC2
0.550507865826727 KCNJ14
0.549368671059194 ROCK2
0.548448368233133 SKA2
0.545606624156744 NF2
0.545596133298701 SLC36A1
0.545267778237446 TAP1
0.545150611004884 ZDHHC17
0.544323317263128 RERGL
0.543165708925812 RASSF8
0.542239848732364 ZNF714
0.541609401987322 TRAF7
0.541222128621794 SPECC1
0.541147471144348 NUDT8
0.538480133040274 SORBS1
0.538471419263563 TUBA8
0.538191107879821 DAZAP1
0.537235567401836 FAM155A
0.536679219393584 TAF1D
0.535131695566503 ATP6V1G1
0.533693772295592 ATP1A4
0.533141636635781 HAR1A
0.531790376450492 CA13
0.53117351034314 SEPHS1
0.530656924925171 MMP15
0.52889089451752 PMEPA1
0.528706623920562 GFPT2
0.528254272723277 GATAD2A
0.526264963994335 ZFAT
0.525123719748281 GTF2A1
0.524625428125666 HOMER3
0.524458595676115 DNAJC11
0.524414832537221 CS
0.523449766660525 ZNF791
0.523392580831143 AURKA
0.52231235616618 WDR60
0.520339105549771 ABCC1
0.520005908679269 STK36
0.51989269556019 UBE4A
0.51955291430351 FGD5
0.519334983926519 ANKRD20A8P
0.516995105589203 ELOVL7
0.516437957456839 SLC25A40
0.515927454097242 CAST
0.515215203134255 CRISPLD1
0.51250617292341 UTRN
0.512450561161435 WIPI1
0.511883263787775 GALT
0.510873098656659 LAMC1
0.50980489854132 SLC25A36
0.506850843791795 PLEKHM1
0.506468826866005 CPEB3
0.504441740895121 GLRB
0.504196074191267 RAX2
0.502799261635716 POLDIP2
0.502053698855522 SLC25A25
0.501178512001148 DPT
0.499577264509536 ABCB10
0.499372300375974 SPINK8
0.498390048030388 BBS1
0.49729213742265 TMEM201
0.494103574552202 SLC7A8
0.492168455745165 SPOCD1
0.491075320523818 PTPRD
0.489967269988205 PIGK
0.488339401372422 PPP1R3D
0.488332079131612 LIF
0.487680402644109 MTMR4
0.487554313531609 TRIM35
0.484948407445649 SOX15
0.482804516586602 PACSIN2
0.481017441001316 TNPO1
0.47999999411793 EMBP1
0.479166178540542 PCDHB16
0.478812213952091 MAP3K10
0.478507428687212 GADD45B
0.47660429236727 FKBP4
0.475814567866143 ABHD6
0.474315470841489 ZNF853
0.473048838722322 KIAA0368
0.470943071033376 SLC35B4
0.470726310077323 NT5DC1
0.470591131466331 CKAP2
0.469703509063306 SERGEF
0.46846142215065 CBWD5
0.46802618312953 FRMD5
0.467734748152983 CCDC96
0.46742599390413 MYO1C
0.467251202251729 FOSL2
0.466741899016288 SFTPA1
0.462571313053482 ANKRD33B
0.462527040925119 ATG2B
0.462391809124116 COQ10A
0.462084501968018 SLFN5
0.461205147752179 ADCY1
0.461145050063737 E2F4
0.461139537990425 TMEM88
0.460290606134753 CACNA2D3
0.459019948359441 ATXN3
0.45885356336343 LIAS
0.458432659185986 UBE2G2
0.453769849547111 NAA50
0.451931296489786 KIAA1586
0.451567121488586 SEPT7P2
0.450665688369906 GLB1
0.448944640404553 GSTK1
0.448412137451232 GTF2IRD1
0.447889678975756 UVRAG
0.446746758378788 SRGAP2
0.445357181578926 HUNK
0.444770343505038 ATP2A2
0.44401988573597 PLAT
0.44384529146007 KCNN4
0.441390192291435 LOC284454
0.441125424011418 BTN3A3
0.440712770232581 KLHL9
0.440552366235062 PEG3_AS1
0.439425571263402 RPSA
0.437946261490598 KRTAP5_7
0.437739500766376 RCOR3
0.437157921849164 LHFPL4
0.43651664049558 FBXO31
0.436315193081923 PCDHB8
0.43547936275336 VIPR1
0.435021569366782 SLC7A5P2
0.434120600180319 SACS
0.432383836343265 RHOBTB1
0.431167395463185 GRM4
0.431119246580645 DLK1
0.42936005440368 PCDHB10
0.426923404275318 SPRY3
0.426365314211906 ISLR
0.42516822055735 LMO2
0.424944558387208 FUT11
0.424758023318056 SORT1
0.424239261513188 CAB39
0.424140294284749 EIF3A
0.423056882645295 SV2A
0.422317914525603 RAB3GAP2
0.422214434072942 RBMS1
0.421933529557333 DSCAML1
0.417492071456438 TGFBR1
0.417309103934841 SESTD1
0.417143375739382 RPTOR
0.416151683320527 ATN1
0.415628012428453 FAM133B
0.414481090563684 ATG4A
0.413584737086725 SPIRE2
0.411910220375259 ATP10A
0.411852780379085 LPAR2
0.411842835999585 CLIP1
0.411717485291929 TANC1
0.410601461140104 CD3EAP
0.409954703807361 MRPS36
0.408868949641104 NPHP4
0.406829108614804 KIF21A
0.403664236594058 GTF3A
0.401598213405131 GNL3
0.400439722166486 NOP14
0.400329884944754 PSMA4
0.400215403532838 NCDN
0.397809931343648 POLK
0.397680230536841 SPIB
0.396759128002559 POLR2F
0.395944693850068 C3orf35
0.395326956987002 ADAL
0.395173871131422 ARHGAP27
0.394734064420209 CASP2
0.392190405626437 KRTAP10_2
0.39217948142068 DGCR2
0.392113064804635 KRTAP9_4
0.392021886025658 LRRC8C
0.389576137059057 USP6NL
0.389091664013947 RBKS
0.388641685595436 ZBED1
0.388577732940037 HLF
0.388067621890986 FASTK
0.3870843293658 LRRC23
0.386986238173186 KRT3
0.385900374841551 C15orf61
0.385214044601697 IFI27
0.384774891277578 SEC31A
0.384302892390869 CTRL
0.383793351056963 MKRN2
0.383217938015756 LRRC55
0.381569720239765 IQSEC3
0.381490673449327 VPS13A
0.381233267803224 DNAJB14
0.381016400386379 ATG16L2
0.380018467817073 CFHR3
0.379775943588948 PDPN
0.379511735552407 NUDT12
0.375079862618837 ARFGEF2
0.374522974523438 ZCCHC4
0.374285222597809 UHRF1BP1L
0.372972911634342 KRTAP5_2
0.37092870458997 TARBP2
0.370336990404308 NEAT1
0.370135462280078 TMEM150A
0.369666173515595 PDCL
0.368194883231965 GNG7
0.367719200627154 KLHL33
0.367291124151434 SLC2A1
0.366600218924 ANAPC16
0.366250552604351 ETV5
0.365237949097613 GAA
0.365130746301075 PARD6G
0.363956742316709 SHARPIN
0.363671929078402 GOLGA1
0.361708145565174 LRRFIP1
0.361610286568957 TXLNG
0.36153106147485 FAM171A1
0.36130982166589 DAB2IP
0.360407111217167 NHLRC4
0.360115798731252 ZDHHC20
0.360011900476952 NIPA1
0.359299747734771 CORO2B
0.358928171364311 LEF1
0.358093678405755 ANO8
0.357661350632376 TBX1
0.357454849502019 AKAP13
0.356920252491021 FUT6
0.354355134111325 EFHD2
0.352388451182142 H2AFX
0.351373817290006 ACVR1
0.3511276007106 DYNC1LI1
0.351118924066391 APOL1
0.351047184957054 AFG3L2
0.350531858209894 DOPEY2
0.350509773316789 TECTA
0.350384535059357 MYCBPAP
0.350341432883172 SLAMF8
0.349587399558863 SLC6A10P
0.349337920815255 ABCG2
0.348566672570903 TAF12
0.34830573035518 DPH2
0.347835296597669 SETMAR
0.347366087198563 DDB2
0.347251966382131 ISL1
0.347225425767841 PAQR9
0.346522564664851 DMXL1
0.346376631409554 TMEM163
0.345994488497793 CHST4
0.345707742896215 LRRC37A3
0.345365133254178 RPF1
0.345004055203562 AVPR2
0.343891908454307 SETD5
0.342670450397094 ILDR1
0.342104554065086 KRTAP10_5
0.341628225608085 ALKBH1
0.341085987500846 EXOC3
0.340839398212789 PCIF1
0.340620783472238 CRYGD
0.340573554667618 VEGFA
0.340554243104963 ING5
0.337764224934211 SNX20
0.336014139993336 CLDN5
0.332690931080213 SOD2
0.332494567836239 TM4SF18
0.332295032239863 CXorf36
0.332059654051087 TRIM67
0.331723583866165 TTC16
0.331717842611683 TMEM151B
0.32979574725025 ZNF700
0.329793315467999 RANBP1
0.329704482075218 VWC2
0.329159093360859 AIMP1
0.329038504330199 THUMPD1
0.328658023389776 CECR7
0.327805410397796 KRTAP5_9
0.326942294026895 REP15
0.326785322924314 HIBADH
0.326380604562239 ZNHIT6
0.326088065628239 MECOM
0.326031221960324 MCEE
0.324149582760199 DEFB1
0.323413194592609 APC2
0.322869257528805 SIPA1L3
0.322773146111585 FAM189A1
0.321841789148781 ZBTB26
0.320355420730838 CUL5
0.320091500094106 NME5
0.320082145894367 PCTP
0.316760305842942 VASH2
0.31588185227879 SOX7
0.314994698615352 CHD1L
0.314519044044537 ATF2
0.313896141398549 ASB10
0.313853447286331 CMPK2
0.312967807464823 NAP1L1
0.312894841483388 PRR11
0.312655506756337 SNX9
0.312318004083377 C1orf100
0.310514196902229 NET1
0.308554575840277 HCRT
0.308102153894827 SIK3
0.307157724376513 CDK11B
0.30657037265978 RINT1
0.306541199455032 RRH
0.305538440744722 FAM178B
0.304170015747926 ADAM33
0.301703804611666 LMNB2
0.30084072952483 DEF8
0.300267169934443 ZNF257
0.30001069455809 CCDC114
0.299508549446324 SACM1L
0.298822733455362 NR4A1
0.298488676590928 KRTAP10_10
0.29814767493917 TBC1D3P2
0.297297024512829 MTFMT
0.293624900625294 FGF8
0.29292596961341 LRP12
0.292277436118725 SALL2
0.292231742147965 ZNF592
0.292210042974202 ZNF625
0.291375646338993 NBEAL2
0.29092427882127 CHAC1
0.289182097915642 FRMD8
0.286685886238598 WIPF3
0.286282702546097 TAOK2
0.284786926709419 SEMA3E
0.284017950080475 MNAT1
0.283884259498146 EBF4
0.283172359057535 KRT71
0.282689191234474 SPAG8
0.282191719960347 EPS15
0.280884403752851 RELA
0.280576087423728 KRTAP21_1
0.280135091223774 PPP1R16A
0.27969132631816 FLVCR1
0.279263497729228 JPH3
0.278795518599146 COX8C
0.278009580389636 ZNF396
0.277992749546921 KCTD20
0.277422258151058 LYSMD2
0.277319793912682 CBFA2T2
0.275634358745488 RCCD1
0.275505210334818 HLA_F
0.275488081882134 MATN3
0.274160298977041 ADAT3
0.274032990027969 PLCL2
0.27400907413238 COX19
0.272425303947222 SNRNP70
0.271994347151743 TTC24
0.270977456473326 ABCB1
0.270804294105365 PLCXD2
0.270370900688015 WFDC10A
0.269563043291903 GHSR
0.26894224869141 TOR1AIP2
0.268425183083559 ZNF99
0.268341316105636 ZFP41
0.266315685711962 TAF1B
0.266136114621923 GDPD3
0.265714711850926 UFSP1
0.264878248661178 CPN2
0.264865319608858 RHO
0.26480283632674 CYP1A2
0.263967806608156 IL9R
0.262333223594465 VEGFC
0.262017469078061 TMEM114
0.261171130812753 ERG
0.261091608206243 SMTN
0.260584511929227 C4orf48
0.260496672879823 PEBP1
0.25981137121483 OR1E1
0.259752910637069 LTBP3
0.259313147157183 WDR93
0.25842259127074 BEST4
0.257620920426631 ZNF492
0.256419693745073 KLF1
0.256094717761526 CASKIN1
0.254413826943693 ERN2
0.254161806688171 RBPMS2
0.253611860146844 GOLGA6C
0.253293676324122 EBF1
0.252307216703356 TMEM80
0.252305141228182 ZNF414
0.251900187034453 CEACAM1
0.251819123440132 PES1
0.251160259476049 RBM38
0.25104506393129 CCT6P1
0.250825046120789 PRKCH
0.250188435074217 HLA_DOB
0.247241866900989 ZNF24
0.24718313913399 CD300C
0.247121233281972 TMOD2
0.244741178556494 DDX19A
0.244304730487536 KRTAP5_5
0.243405541505027 KCNK7
0.242811019665686 CASKIN2
0.241261152832806 ABLIM1
0.240767817694219 C11orf16
0.24047309511135 ICK
0.238397213989255 ZNF205
0.234880640662856 F2RL1
0.234561239293405 TNFRSF10A
0.234199133062556 EGFR
0.233743398048346 LHB
0.233039815633716 NDUFAF2
0.232434795510905 ANKRD18A
0.232099278683955 MRPL1
0.231727350825634 CCR9
0.231516490564337 STARD8
0.231111884672469 TFAP2C
0.230395286326973 TRIM23
0.230124829495107 ST13
0.230019445811295 MYH14
0.22988664044951 SPTAN1
0.229387751617298 ICOSLG
0.229153245509124 CLDN15
0.225905486096114 PNPLA2
0.225369646507779 GPR149
0.22515623531837 UBXN2A
0.224970067617963 RPL23AP32
0.224892531283124 RNF207
0.22385475998649 GIPR
0.22251159810045 C11orf96
0.221462171494415 SBK2
0.221338915610336 KIT
0.220987000820168 NCKAP5L
0.220822348506473 ITGA5
0.219951799346977 PSPN
0.219494698910599 B3GNT8
0.218896319437584 C22orf15
0.218653545115974 SLC5A10
0.218388626867374 POM121L12
0.218184675923846 MSLN
0.218062948662343 SNRNP48
0.217095966128835 FOXD3
0.215012911696214 SIM2
0.213822075856878 C14orf177
0.213431193102481 HIST1H3E
0.213361596966849 LOC729603
0.213311804912083 PKMYT1
0.212897792835526 PLK3
0.212853868282042 NCF4
0.212753126041579 KRTAP5_3
0.20792590149051 TESK1
0.207352711254433 FOXL1
0.206611575124092 KLK14
0.206576078083702 PIP
0.206478847869311 WFDC8
0.206463519514296 SPRR2E
0.206070554091821 LSR
0.205626229333169 ANP32C
0.205560570491284 GPBAR1
0.205320958847362 KIF20A
0.205077580327983 HCRTR1
0.204800981074548 KCNK15
0.20472222843377 WDR38
0.204641070227176 TRIM16L
0.204554329381459 KRTAP5_11
0.203367180663275 RSPH6A
0.202111879886764 PHOSPHO1
0.201606911580777 IL10RB
0.201327537466962 C6orf15
0.20131955896303 FBLL1
0.200971853864124 CABP5
0.200528442865546 UPK3B
0.200475820107462 MEX3B
0.20046774855265 ZNF431
0.198942762993779 CTTN
0.198255854339041 HOXB13
0.196723123064073 TPRA1
0.195965742505548 ODF3L2
0.195009636766449 UTS2R
0.194631668026545 SLFNL1
0.194628810502057 MRPL19
0.194003662455973 GYS1
0.193199362185211 HNRNPCL1
0.192976097979096 TBX5
0.191821536053375 ZNF732
0.190983381622671 PERP
0.190674684839116 USP6
0.190312384390891 RNF151
0.189160707203188 QRFP
0.188514803906357 RPS28
0.18814745547282 CTRB1
0.187806470952404 KRTAP10_6
0.187104080559042 UBLCP1
0.186305336034272 CCDC43
0.186285397051015 ZNF850
0.186212671346098 P2RY4
0.185589032544376 RAB2B
0.185338544163318 PCDHB3
0.185288814657604 SPINK7
0.185215165354454 HMGCS2
0.185126098752356 CHORDC1
0.184408205833298 SLC12A6
0.183932525625805 NAGS
0.183896080908616 ATPAF1
0.182627401209338 VPREB3
0.182562750557884 VPS26A
0.180521149492258 C1orf210
0.180509741174616 HNF1A
0.179941400686669 TMEM30A
0.179833922408626 PATE3
0.179373527251212 SCGB1A1
0.17844910899034 NOS3
0.177445667792213 GRIN2D
0.176036721106195 HLA_J
0.17601456433084 ELFN1
0.17531510241691 TH
0.175240377414493 SPRR1A
0.173592790105852 SLC34A3
0.173471248141721 LOC441455
0.172410037190907 PCSK9
0.172356339569167 OR4K2
0.171532322318569 NDOR1
0.170882497150601 SYVN1
0.170562536920511 C3orf38
0.169841526099266 PRB3
0.169827617098454 OR2H1
0.169456725189299 FOXF1
0.168930457278719 PIGB
0.168073910877535 TTC36
0.167713777468931 KLF14
0.167314384533731 PYY
0.167058479359295 CD300LD
0.166946216413606 MYOG
0.166276354336637 LCE5A
0.166168637191089 NEUROG3
0.165278115292414 LRRC26
0.165024819187139 CLASP1
0.164800669334239 SEMA4B
0.164762004601445 MAMSTR
0.164717891264431 CD37
0.164380241291393 TUT1
0.164052056569512 LCE1D
0.163919165743481 INHBC
0.163539135335105 IAPP
0.163164711847747 NEU3
0.162492477076742 SLAMF9
0.162344245271432 CD3E
0.161971940073347 CCDC40
0.161786118296048 FCN3
0.161673622402907 FAM160A1
0.161488351926538 UBE2V2
0.161358745026234 TMEM105
0.160715176866592 VWA3A
0.160706694750237 SMCR5
0.160101041204478 ECSCR
0.157335172863282 IRX1
0.15727834110062 NLRP9
0.156910626092451 PROP1
0.156283814806756 KISS1R
0.156247390655714 GPR3
0.156167544903648 ZNF738
0.156164318396728 SCGB1C1
0.15572883196056 WDTC1
0.155684513707032 LBX1
0.155450802349637 C7orf43
0.155427721551554 TMEM88B
0.154696430526589 COL6A3
0.153146585240911 SPEM1
0.152996386297635 OGFR
0.15296897642098 MSI1
0.152423146227165 FKBPL
0.152229800897288 WT1_AS
0.152183268887501 CKM
0.151910257073231 LDHAL6A
0.151832871511167 HIST1H4B
0.15119859876738 ADAM29
0.150364353911913 OR10A2
0.149631900406402 OR3A2
0.148596546658673 LOC645752
0.148147906358254 HIST3H3
0.146790682944954 SECTM1
0.145908148772413 GDNF
0.145326334221643 ZNF784
0.145067238119812 ZNF474
0.144442718413147 HS3ST4
0.144010747027969 IRGC
0.143532702842864 ENY2
0.143186838601785 SLC6A3
0.143034106538028 LMBR1
0.142021700852857 ANKRD53
0.141788527957626 PANX3
0.14137739462284 CDC14C
0.141192929734005 RNF222
0.141166289803739 ZNF665
0.140926352322155 BLZF1
0.140850919623516 MOSPD3
0.140507341865967 TREML1
0.138331473930879 ENTPD2
0.137939789064627 PITX3
0.137878859671615 CTAGE1
0.136742422060221 RBP2
0.136563741603298 KRTAP5_10
0.136356702544778 GPR63
0.136297789900829 ODF3L1
0.136005059932741 SLC5A2
0.134513314425787 CALCA
0.134162848359939 FOXR1
0.133687400676479 KRTAP5_8
0.133077261459283 C6orf201
0.132795957438295 CDSN
0.132791292343844 TPSG1
0.13253140689258 PTGER1
0.132151536901257 KIAA0087
0.131810210796482 EPHA1
0.130435542675838 GKN1
0.130261149226105 DYM
0.129279490984159 ZBTB9
0.129208895529091 SLC9A3R1
0.129026116206986 OR2T6
0.128467423504353 BMP10
0.128465030685707 PTMS
0.12839516258202 KCNK5
0.128140912300348 IPPK
0.128095291460087 FOXB1
0.127993694420541 KCTD14
0.12781619598157 LCE3A
0.126790810299658 DDX11L2
0.126450244976608 MFSD2B
0.126378630418996 UBR3
0.125962412405495 TPO
0.124938429142966 EPHX3
0.12468976295971 PARP10
0.124659230889565 SLMAP
0.12360785538364 OR10H5
0.123020595521558 INTS5
0.122982129614368 ULBP1
0.122861928208869 ZNF735
0.122232624823356 TMEM72
0.122075895228295 RPA1
0.121851791074433 OR1J4
0.121793668675323 C7orf25
0.120176049008745 TRIM21
0.119487311910817 C1orf229
0.119320173980312 CCT8L2
0.119319970021233 SLC25A39
0.119140391427506 ZNF85
0.117489079473366 WFDC10B
0.117099732383169 KMO
0.116709907457366 HDX
0.116619751587784 TAL1
0.116344019475422 AGBL3
0.114976325650316 IGF2R
0.11423132832227 KLK9
0.113647162957397 C10orf99
0.112442464141279 GPR182
0.112253258344002 SCRT2
0.111123805962406 AURKB
0.110373367347095 RAB42
0.109408366401435 PAQR7
0.109004148236151 PRRX2
0.108655769500144 GPR157
0.108530812143806 ASB16
0.107865248056563 XCR1
0.107428904884589 TONSL
0.107265571786063 LTBP2
0.106997410618339 NPHS2
0.104101151497852 ZNF843
0.103478077281021 KRTAP3_2
0.1021053596644 IFITM5
0.100766610841767 MYEOV
0.100295008838593 BMF
0.0998887603399177 CYP2B6
0.0979714039637123 GPT
0.0978765246166817 TP73
0.0974306708458555 ATP8B5P
0.0972924575468017 CDCA3
0.0970534722123709 MYOD1
0.0960065109751134 DKKL1
0.0950090641823683 SLC1A5
0.0942266265663217 AANAT
0.0931005012068707 APOA1
0.093018622934983 MUC12
0.091781875220216 PTPN22
0.0885065586631879 TKTL1
0.0876623175433656 TMEM175
0.0862892744086013 FRMD1
0.0853062409386828 TSPAN10
0.0851907489977386 FOXC2
0.0833001515307944 DCT
0.0825492153862423 TM6SF2
0.0824770906848389 ISM2
0.0818984918750552 RIPPLY1
0.0800845242989606 FAM180A
0.0789753801440007 OR6W1P
0.077668391883319 KRT9
0.0766648852132983 A2ML1
0.0752577637785587 P2RX3
0.0722439977570732 AVP
0.0712878521643874 ART5
0.07104565928605 MYADML
0.0611412115844545 FAM163A
0.0609334481283673 DYTN
0.0497860543978701 OR11A1
